,scores,labels,predicted_emotion_idx,predicted_emotion_score,predicted_emotion_label
steered_02809,"[3.34169278914942e-08, 1.4422329996932604e-09, 1.934594262564815e-09, 2.0877736517377343e-07, 0.9999996423721313, 1.535678945119301e-10, 6.495206861245606e-08, 1.0438404585144667e-09, 1.0483281994225213e-12]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999996423721313,中立/neutral
neutral_02810,"[8.048323252296541e-08, 5.858030505123679e-09, 5.060206476059648e-09, 2.7292312410054365e-08, 0.9999995231628418, 2.9314730642937548e-09, 3.812489524079865e-07, 4.57801352382603e-10, 6.170292055074356e-10]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999995231628418,中立/neutral
steered_02810,"[1.861599940866654e-07, 3.4221045552840224e-08, 1.5331484348735103e-07, 4.120369794691214e-06, 0.9999951124191284, 1.2065111132386619e-09, 1.6048912243604718e-07, 1.1524616638780572e-07, 1.7485016212681614e-10]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999951124191284,中立/neutral
neutral_02811,"[0.3706014156341553, 0.02406422793865204, 0.01634877175092697, 0.017300518229603767, 0.4265778064727783, 0.002099994570016861, 0.013559303246438503, 0.020751051604747772, 0.10869697481393814]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.4265778064727783,中立/neutral
steered_02811,"[0.00024011143250390887, 0.0001726338523440063, 0.00018728882423602045, 0.0005450455355457962, 0.989447832107544, 4.53084685432259e-05, 0.0011224595364183187, 6.321278488030657e-05, 0.00817602127790451]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.989447832107544,中立/neutral
neutral_02812,"[1.1238039121508336e-07, 7.542391244896862e-07, 1.0580060205711561e-07, 6.083018888602965e-07, 0.9999816417694092, 1.2920258086523972e-05, 7.072270591379493e-07, 1.432381296906371e-10, 3.1365373160952004e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999816417694092,中立/neutral
steered_02812,"[5.496280664374353e-06, 0.001417779247276485, 0.001354087027721107, 8.939795952755958e-05, 0.004216434434056282, 0.0035952983889728785, 0.9887774586677551, 2.7564069569052663e-06, 0.0005411964375525713]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.9887774586677551,难过/sad
neutral_02813,"[1.808935081726304e-07, 6.262966145698101e-09, 1.6744836628390658e-09, 2.8477127216319786e-06, 0.9999951124191284, 2.4973707013487e-07, 1.5016497627584613e-06, 2.6199589372999377e-11, 1.0839379659685969e-13]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999951124191284,中立/neutral
steered_02813,"[7.005713996477425e-05, 0.0018369155004620552, 0.0022766294423490763, 0.0031780884601175785, 0.4576767086982727, 0.4842841923236847, 0.018550900742411613, 7.125150887077325e-07, 0.03212578594684601]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",5,0.4842841923236847,其他/other
neutral_02814,"[4.895092331480555e-09, 3.538449533380117e-08, 8.251606509190879e-09, 1.1667721899755179e-08, 0.9999998807907104, 8.276515472971369e-08, 2.4138737231282903e-08, 1.531770196794291e-11, 3.4909393153981227e-09]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999998807907104,中立/neutral
steered_02814,"[1.0234391459307268e-11, 2.027022300010728e-11, 7.899539529454547e-12, 1.0, 5.51234567974096e-13, 1.1518680432219541e-13, 5.5034822185606735e-12, 1.8867924583831908e-11, 9.994225703485664e-19]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,1.0,开心/happy
neutral_02815,"[3.419327931908356e-09, 2.897589013173274e-08, 6.9440737604509195e-09, 3.596696984686787e-08, 0.9999983310699463, 5.873123098965038e-10, 1.5585072787871468e-06, 1.3316063807167211e-09, 3.8376368055592636e-11]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999983310699463,中立/neutral
steered_02815,"[1.096931878663554e-09, 8.598609047005823e-10, 8.096263659496117e-10, 2.9166946635683644e-09, 1.0, 1.317920356180835e-10, 2.86559522777452e-08, 4.7449790624432e-11, 1.7105056954180853e-11]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,1.0,中立/neutral
neutral_02816,"[3.6253510415917845e-08, 9.453132321368685e-08, 3.466731968160275e-08, 1.527063631101555e-07, 0.999998927116394, 1.8326335293750162e-07, 4.4020487166562816e-07, 2.7016835990600896e-10, 1.30458559510771e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.999998927116394,中立/neutral
steered_02816,"[2.9127704692655243e-08, 9.477155913373281e-07, 7.102869403752265e-07, 0.9999959468841553, 4.5406778781398316e-08, 2.7564766469367896e-07, 3.6012327342405115e-08, 5.1488157737367146e-08, 2.031551730397041e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9999959468841553,开心/happy
neutral_02817,"[2.200035567057057e-07, 5.027340648666723e-06, 6.243935331440298e-06, 1.2244167919561733e-05, 0.9994252920150757, 6.485322955995798e-05, 7.4133854468527716e-06, 4.674589604292123e-09, 0.00047878207988105714]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9994252920150757,中立/neutral
steered_02817,"[6.986172138567781e-06, 0.00021884050511289388, 9.582431630406063e-07, 3.773099592763174e-07, 3.276403504059999e-07, 4.645413810067112e-06, 0.9997678399085999, 7.185610684246058e-08, 2.215911232283929e-09]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.9997678399085999,难过/sad
neutral_02818,"[0.0006931372336111963, 0.0009241586667485535, 0.000363700557500124, 0.002001802669838071, 0.9497610926628113, 0.00010102847591042519, 0.006959409918636084, 0.0002953248913399875, 0.03890037164092064]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9497610926628113,中立/neutral
steered_02818,"[0.0054503148421645164, 0.0018946700729429722, 0.5279425978660583, 0.12597201764583588, 0.02877718210220337, 0.19653700292110443, 0.023694191128015518, 0.0005323644727468491, 0.08919967710971832]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",2,0.5279425978660583,恐惧/fearful
neutral_02819,"[0.007531111594289541, 0.009247174486517906, 0.006347984541207552, 0.03422992303967476, 0.07438910752534866, 0.0034475268330425024, 0.02473292127251625, 0.0022384917829185724, 0.8378357887268066]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",8,0.8378357887268066,<unk>
steered_02819,"[0.7094689011573792, 0.008202777244150639, 0.0016539270291104913, 0.005305017810314894, 0.013111849315464497, 0.005808685440570116, 0.00379573879763484, 0.0006582243950106204, 0.251994788646698]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.7094689011573792,生气/angry
neutral_02820,"[0.0010076635517179966, 0.00029602376162074506, 0.004711119458079338, 0.0025261607952415943, 0.9499444365501404, 0.00010024785296991467, 0.001768358750268817, 0.0010514555033296347, 0.03859446197748184]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9499444365501404,中立/neutral
steered_02820,"[3.2172974897548556e-05, 0.00033494667150080204, 9.980476534110494e-06, 5.062567288405262e-05, 0.9951836466789246, 0.00053555698832497, 0.0015518981963396072, 3.0202417633518053e-07, 0.002300909021869302]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9951836466789246,中立/neutral
neutral_02821,"[1.6530149471449818e-09, 3.3383160680244828e-09, 5.234444544477412e-10, 2.6450710066683314e-08, 1.0, 7.973525173454732e-10, 3.5872346870746696e-08, 3.2574620084657724e-11, 9.174142001633356e-11]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,1.0,中立/neutral
steered_02821,"[4.1071029954764526e-07, 6.503740905827726e-07, 7.773906531838293e-07, 0.9999827146530151, 1.082312792277662e-06, 4.972838496541954e-07, 5.248527941148495e-07, 2.8817052566409984e-07, 1.3049813787802123e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9999827146530151,开心/happy
neutral_02822,"[0.9711502194404602, 0.002180900191888213, 0.00021814355568494648, 0.00028971961000934243, 0.01197949517518282, 0.0011313535505905747, 0.008594932034611702, 9.377300011692569e-05, 0.004361361730843782]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.9711502194404602,生气/angry
steered_02822,"[5.822878392791608e-06, 4.244755018589785e-06, 2.5249264581361786e-06, 8.657173748360947e-05, 0.999707043170929, 6.454482354456559e-05, 3.9002708945190534e-05, 3.593427777559555e-08, 9.026760380947962e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.999707043170929,中立/neutral
neutral_02823,"[2.746242898865603e-06, 1.175695433630608e-05, 9.074012268683873e-06, 6.513881089631468e-06, 0.9989228844642639, 1.566811442899052e-05, 0.0010289119090884924, 1.2549178052267962e-07, 2.303820338056539e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9989228844642639,中立/neutral
steered_02823,"[5.965203672531061e-05, 3.154523074044846e-05, 0.0007665067678317428, 0.9961316585540771, 0.0007687879260629416, 4.356489807832986e-05, 0.0021192235872149467, 7.4610929004848e-05, 4.45835621576407e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9961316585540771,开心/happy
neutral_02824,"[0.0006493827677331865, 0.00374918757006526, 0.0026465635746717453, 0.002839908702298999, 0.010816797614097595, 1.7839838619693182e-06, 0.00565066933631897, 0.12526071071624756, 0.8483849167823792]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",8,0.8483849167823792,<unk>
steered_02824,"[0.004969134461134672, 0.002848390955477953, 0.003022643970325589, 0.002756871748715639, 0.013346060179173946, 0.003450609976425767, 0.034615229815244675, 0.0002570894139353186, 0.9347338080406189]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",8,0.9347338080406189,<unk>
neutral_02825,"[4.1157447412842885e-05, 3.827215186902322e-05, 0.00017605055472813547, 0.00027197174495086074, 0.9938522577285767, 2.674511051736772e-05, 0.00036950569483451545, 1.4385134818439838e-05, 0.005209571681916714]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9938522577285767,中立/neutral
steered_02825,"[1.256279631434154e-07, 1.7684554904917604e-06, 2.98127616815691e-07, 0.9999916553497314, 1.0273677730765485e-07, 6.219015062924882e-07, 1.0880803813506645e-07, 8.460735045900947e-08, 5.233972387941321e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9999916553497314,开心/happy
neutral_02826,"[0.0001380104513373226, 4.2832041799556464e-05, 0.00012431670620571822, 0.0002563670859672129, 0.9890073537826538, 0.00012436663382686675, 0.00019381963647902012, 4.56049247077317e-06, 0.010108457878232002]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9890073537826538,中立/neutral
steered_02826,"[0.0001453646837035194, 0.00010253681102767587, 8.662763866595924e-05, 0.00026583930593915284, 0.9983007311820984, 0.000408548949053511, 0.0002883757115341723, 3.0585074455302674e-06, 0.00039895251393318176]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9983007311820984,中立/neutral
neutral_02827,"[0.0004936879849992692, 0.0007326937629841268, 0.0024832729250192642, 0.00476250983774662, 0.8647502064704895, 0.00041006115498021245, 0.0072052134200930595, 0.0003293959889560938, 0.11883299052715302]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8647502064704895,中立/neutral
steered_02827,"[6.821865827078e-05, 0.00021847171592526138, 0.0009450871730223298, 0.0029296514112502337, 0.8976346850395203, 0.00033461113343946636, 0.0006772949709556997, 2.83621993730776e-05, 0.09716355800628662]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8976346850395203,中立/neutral
neutral_02828,"[9.167997916392778e-08, 5.7546998277757666e-08, 2.5070988840525388e-08, 5.633787623082753e-07, 0.9999980926513672, 1.0277702955363566e-07, 9.904356375045609e-07, 8.257413086631971e-10, 5.360073629390172e-08]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999980926513672,中立/neutral
steered_02828,"[9.264975960832089e-05, 9.063067409442738e-05, 0.00010725187894422561, 0.7894876003265381, 0.07676354050636292, 0.13304586708545685, 0.0004003128269687295, 5.501660993445512e-08, 1.2114517630834598e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.7894876003265381,开心/happy
neutral_02829,"[0.00017330155242234468, 0.000542032124940306, 0.00020742013293784112, 0.00048480022815056145, 0.983031153678894, 2.7135847631143406e-05, 0.00013169884914532304, 0.00011587002518353984, 0.01528653223067522]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.983031153678894,中立/neutral
steered_02829,"[0.001451872056350112, 0.0009373409557156265, 0.0007117631030268967, 0.005779525265097618, 0.8444110155105591, 0.0012068223441019654, 0.09711332619190216, 9.386957390233874e-05, 0.04829437658190727]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8444110155105591,中立/neutral
neutral_02830,"[1.2107612974432413e-06, 3.232868139857459e-10, 3.640873713628423e-11, 1.9036706433439576e-08, 0.9999986886978149, 6.60235668220599e-12, 1.2231322443767567e-07, 2.1025603480495647e-10, 2.284116457104235e-16]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999986886978149,中立/neutral
steered_02830,"[0.0022309990599751472, 0.004980651196092367, 0.0021316835191100836, 0.010541156865656376, 0.592552125453949, 0.0011162817245349288, 0.030605074018239975, 0.0008791325381025672, 0.35496294498443604]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.592552125453949,中立/neutral
neutral_02831,"[2.0214984886024467e-07, 6.590448265342275e-06, 9.476522245677188e-05, 0.0003363447031006217, 0.9986262321472168, 2.564593160059303e-07, 0.0008725473890081048, 2.2645952412858605e-05, 4.038910265080631e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9986262321472168,中立/neutral
steered_02831,"[4.798975169251207e-06, 0.0009679036447778344, 0.00010432525596115738, 0.9622017741203308, 0.035821784287691116, 0.00013424338249024004, 0.0007196863880380988, 2.0049079466843978e-05, 2.5326098693767563e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9622017741203308,开心/happy
neutral_02832,"[0.9666991233825684, 0.0006464955513365567, 3.479933729977347e-05, 6.158411270007491e-05, 0.03213974088430405, 0.00014525828009936959, 0.0001142862529377453, 2.138811396434903e-05, 0.0001372841652482748]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.9666991233825684,生气/angry
steered_02832,"[0.00010836974252015352, 3.7486739756786847e-07, 2.812611796798592e-07, 5.548723493120633e-06, 0.9996094107627869, 2.0805209999252838e-08, 0.0002756647882051766, 4.1826180563475646e-07, 4.309932619128709e-12]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9996094107627869,中立/neutral
neutral_02833,"[4.6328546554619265e-10, 4.005111867155797e-11, 1.842143104724414e-11, 2.1927384907804992e-10, 1.0, 5.484825918097846e-13, 1.8023226244778812e-09, 1.5798454558457742e-11, 5.9188201723418734e-15]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,1.0,中立/neutral
steered_02833,"[0.0004030994314234704, 0.00015059852739796042, 0.00026523330598138273, 0.37809544801712036, 0.6142486929893494, 0.00011385609832359478, 0.006624481175094843, 9.059799776878208e-05, 8.007496035133954e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.6142486929893494,中立/neutral
neutral_02834,"[0.00015294711920432746, 0.001973922597244382, 0.00020265544299036264, 0.007069725077599287, 0.8616726398468018, 0.0021117019932717085, 0.0008928897441364825, 1.4486299733107444e-05, 0.12590913474559784]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8616726398468018,中立/neutral
steered_02834,"[2.175650661229156e-05, 5.635624620481394e-05, 7.490966527257115e-05, 0.00019138561037834734, 0.9910678267478943, 6.376189412549138e-05, 0.00010786148050101474, 2.5332187760795932e-06, 0.008413665927946568]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9910678267478943,中立/neutral
neutral_02835,"[3.239256329834461e-07, 1.501263568570721e-06, 4.112165242986521e-06, 1.2601887647178955e-05, 0.9999608993530273, 4.0591112338006496e-07, 1.6705747839296237e-05, 2.6382576834294014e-07, 3.1588781439495506e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999608993530273,中立/neutral
steered_02835,"[3.0753156465834763e-08, 7.538826594100101e-06, 3.833024038613075e-06, 0.999971866607666, 1.0198270672390208e-07, 2.0858756215602625e-06, 1.0487900681255269e-06, 9.659986943688637e-08, 1.3319281606527511e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.999971866607666,开心/happy
neutral_02836,"[5.395476287972656e-10, 3.9827480202703214e-10, 2.7157272958211465e-11, 6.189496137842809e-10, 1.0, 9.894154072431771e-12, 4.440223744239802e-09, 9.310987744703958e-12, 2.253863735186476e-13]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,1.0,中立/neutral
steered_02836,"[6.225041602192505e-07, 6.398585810529767e-06, 9.955674613593146e-07, 8.102954780042637e-06, 0.9999704360961914, 2.1428418506275193e-07, 7.0240007516986225e-06, 4.110191014206066e-07, 5.825623247801559e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999704360961914,中立/neutral
neutral_02837,"[5.361110666513014e-08, 1.5376981821191293e-07, 2.8710289257105615e-07, 1.779383524080913e-06, 0.9999951124191284, 2.1406936667744958e-08, 2.396190211584326e-06, 3.455601316204593e-08, 9.283739643706213e-08]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999951124191284,中立/neutral
steered_02837,"[0.9878595471382141, 0.0021692945156246424, 0.00018915103282779455, 3.1614225008524954e-05, 0.0013131274608895183, 0.0001498111232649535, 0.008209144696593285, 7.822589395800605e-05, 1.2523107884021556e-08]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.9878595471382141,生气/angry
neutral_02838,"[2.671383845154196e-05, 3.0074845199123956e-05, 2.69682514044689e-05, 0.005845203995704651, 0.9933331608772278, 0.00036552842357195914, 5.325773963704705e-05, 3.3879098282341147e-07, 0.00031872407998889685]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9933331608772278,中立/neutral
steered_02838,"[1.1068927960877772e-06, 2.120224735335796e-06, 6.215507710294332e-06, 3.73446564481128e-05, 0.9996961355209351, 5.476085061673075e-05, 0.0001975616905838251, 2.7478675335146363e-08, 4.693327355198562e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9996961355209351,中立/neutral
neutral_02839,"[0.00018550376989878714, 0.0001469099661335349, 0.0004989804001525044, 0.0006099122692830861, 0.9824036359786987, 1.7427854004381516e-07, 0.0023522796109318733, 0.013789244927465916, 1.3336021766008344e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9824036359786987,中立/neutral
steered_02839,"[0.9946687817573547, 0.00039277979522012174, 0.000102072415756993, 0.00013240543194115162, 0.0019477740861475468, 0.0002276165905641392, 0.00013748620403930545, 4.467825056053698e-05, 0.0023462879471480846]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.9946687817573547,生气/angry
neutral_02840,"[2.509957539587049e-07, 3.604439200444176e-07, 1.5280389220606594e-07, 3.7739180243079318e-06, 0.9999927282333374, 1.0606904652377125e-06, 1.1354148909958894e-06, 2.981094482379376e-09, 5.137755465511873e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999927282333374,中立/neutral
steered_02840,"[1.0132535862794612e-05, 9.371206942887511e-06, 4.2947434849338606e-05, 0.9979068040847778, 0.0013713545631617308, 6.62683742120862e-05, 0.00010740673315012828, 1.4300815109891118e-06, 0.000484279211377725]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9979068040847778,开心/happy
neutral_02841,"[2.466610931151081e-05, 6.623931312788045e-06, 2.771103879695147e-07, 5.186396265344229e-06, 0.9999507665634155, 1.5319517387979431e-06, 1.0085062058351468e-05, 1.2950698646818637e-07, 6.766177875761059e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999507665634155,中立/neutral
steered_02841,"[2.870405069188564e-06, 7.274820291058859e-06, 1.2634143786272034e-05, 0.001850211643613875, 0.9979978203773499, 3.263387407059781e-05, 6.818914698669687e-05, 2.675977270882868e-07, 2.8112874133512378e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9979978203773499,中立/neutral
neutral_02842,"[4.601992600328231e-07, 1.5041560175177437e-07, 1.3819224022881826e-06, 1.960743793461006e-05, 0.9998663663864136, 8.27149415272288e-05, 2.801236587401945e-05, 5.695726112975308e-10, 1.16240869374451e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9998663663864136,中立/neutral
steered_02842,"[0.0014225089689716697, 0.0002828772703651339, 0.00031802288140170276, 0.5512464046478271, 0.43097108602523804, 0.007855073548853397, 0.0041933851316571236, 1.1350718523317482e-05, 0.0036993296816945076]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.5512464046478271,开心/happy
neutral_02843,"[1.2578642554217367e-06, 2.475494511600118e-06, 9.367854545416776e-06, 0.9994522929191589, 0.00022973187151364982, 5.8846476349572185e-06, 3.668037606985308e-05, 6.666268177468737e-07, 0.0002615635748952627]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9994522929191589,开心/happy
steered_02843,"[1.2394415534799919e-05, 0.00012066341150784865, 5.299257827573456e-05, 0.8010948896408081, 0.19862954318523407, 6.648992894042749e-06, 5.708880053134635e-05, 2.577797022240702e-05, 1.7383747774601943e-08]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.8010948896408081,开心/happy
